0;0;0;0;land;false;unknown;0
1;125;179;215;land;true;plains;1
2;252;254;20;land;false;plains;1
3;145;208;217;land;false;plains;1
4;230;222;199;land;false;plains;1
5;187;137;208;land;false;plains;1
6;238;231;54;land;false;desert;1
7;227;181;121;land;false;plains;1
8;167;174;210;land;false;forest;1
9;192;199;171;land;false;plains;1
10;227;143;233;land;false;desert;1
11;249;75;233;land;false;plains;1
12;253;201;192;land;false;desert;1
13;180;222;254;land;false;plains;1
14;233;213;125;land;true;forest;1
15;207;166;231;land;false;jungle;1
16;149;226;241;land;false;plains;1
17;155;203;233;land;true;plains;1
18;222;190;100;land;false;hills;1
19;246;249;114;land;false;hills;1
20;250;183;124;land;false;plains;1
21;79;242;219;land;false;desert;1
22;153;225;246;land;false;plains;1
23;160;178;250;land;false;forest;1
24;224;107;211;land;false;forest;1
25;237;140;131;land;false;hills;1
26;183;238;242;land;true;plains;1
27;216;101;210;land;false;plains;1
28;125;238;229;land;false;plains;1
29;170;174;236;land;false;plains;1
30;197;66;244;land;true;desert;1
31;212;225;234;land;false;forest;1
32;194;224;250;land;false;plains;1
33;86;251;219;land;true;jungle;1
34;217;251;177;land;false;plains;1
35;163;205;165;land;false;forest;1
36;247;166;113;land;false;plains;1
37;248;164;134;land;false;plains;1
38;220;89;254;land;false;jungle;1
39;180;208;173;land;false;plains;1
40;119;236;211;land;false;plains;1
41;199;228;246;land;false;plains;1
42;189;253;115;land;false;hills;1
43;169;225;193;land;true;forest;1
44;69;253;208;land;false;plains;1
45;226;162;213;land;false;plains;1
46;245;173;101;land;false;plains;1
47;53;206;246;land;false;forest;1
48;200;226;173;land;false;plains;1
49;188;165;209;land;false;forest;1
50;252;106;147;land;false;plains;1
51;247;181;158;land;false;hills;1
52;254;98;195;land;false;desert;1
53;221;190;141;land;false;desert;1
54;212;203;106;land;false;jungle;1
55;252;21;238;land;true;plains;1
56;203;168;170;land;false;hills;1
57;175;137;220;land;false;plains;1
58;192;89;229;land;false;hills;1
59;245;123;245;land;false;desert;1
60;203;222;146;land;false;plains;1
61;218;147;142;land;false;hills;1
62;174;123;248;land;false;plains;1
63;188;157;187;land;false;plains;1
64;241;191;115;land;false;desert;1
65;219;227;95;land;true;hills;1
66;242;67;227;land;false;plains;1
67;164;210;136;land;false;mountain;1
68;188;242;155;land;false;plains;1
69;244;150;239;land;false;forest;1
70;86;214;243;land;true;plains;1
71;235;225;134;land;false;desert;1
72;138;166;215;land;true;plains;1
73;219;197;191;land;false;plains;1
74;231;235;92;land;false;plains;1
75;184;246;237;land;false;plains;1
76;137;142;249;land;false;hills;1
77;226;91;189;land;false;desert;1
78;162;245;148;land;false;plains;1
79;231;176;234;land;true;plains;1
80;155;107;251;land;false;plains;1
81;248;146;149;land;false;plains;1
82;233;112;237;land;true;plains;1
83;187;97;235;land;true;plains;1
84;207;234;77;land;true;plains;1
85;219;190;211;land;false;hills;1
86;223;250;103;land;true;plains;1
87;76;203;227;land;true;plains;1
88;205;141;238;land;true;plains;1
89;151;244;139;land;false;plains;1
90;188;197;197;land;false;jungle;1
91;224;149;133;land;false;plains;1
92;172;247;161;land;false;hills;1
93;84;253;212;land;false;plains;1
94;54;203;246;land;false;forest;1
95;233;254;252;land;false;plains;1
96;250;164;230;land;true;plains;1
97;202;191;138;land;false;plains;1
98;160;233;132;land;false;plains;1
99;194;251;228;land;false;plains;1
100;92;204;233;land;false;plains;1
101;227;217;193;land;false;plains;1
102;239;224;103;land;false;plains;1
103;221;132;215;land;true;plains;1
104;206;238;135;land;false;plains;1
105;242;254;182;land;false;plains;1
106;228;240;103;land;false;forest;1
107;220;99;212;land;false;desert;1
108;226;251;43;land;false;mountain;1
109;249;229;33;land;true;plains;1
110;229;240;156;land;false;plains;1
111;199;228;106;land;false;hills;1
112;207;129;183;land;false;hills;1
113;154;141;229;land;true;plains;1
114;239;186;203;land;false;plains;1
115;243;162;101;land;false;desert;1
116;139;229;162;land;true;plains;1
117;143;234;148;land;false;plains;1
118;237;210;195;land;false;plains;1
119;98;217;191;land;false;plains;1
120;159;130;249;land;true;plains;1
121;142;216;158;land;false;mountain;1
122;188;208;128;land;false;plains;1
123;234;250;65;land;false;hills;1
124;239;237;249;land;false;forest;1
125;165;203;135;land;false;plains;1
126;224;113;227;land;false;plains;1
127;250;209;81;land;false;plains;1
128;241;253;61;land;false;hills;1
129;234;235;159;land;false;plains;1
130;54;241;220;land;false;plains;1
131;95;248;246;land;false;desert;1
132;227;171;114;land;false;forest;1
133;228;173;162;land;false;plains;1
134;57;251;214;land;false;plains;1
135;198;174;158;land;false;desert;1
136;205;251;233;land;false;plains;1
137;175;226;171;land;true;plains;1
138;152;155;252;land;true;plains;1
139;188;145;209;land;false;plains;1
140;177;232;136;land;false;plains;1
141;238;95;177;land;false;plains;1
142;230;241;220;land;false;plains;1
143;198;184;225;land;false;plains;1
144;129;245;237;land;false;hills;1
145;197;230;112;land;false;plains;1
146;126;192;239;land;false;plains;1
147;85;185;236;land;false;plains;1
148;142;143;246;land;false;jungle;1
149;228;242;32;land;true;forest;1
150;143;173;220;land;false;plains;1
151;174;202;235;land;false;hills;1
152;243;188;151;land;false;desert;1
153;193;203;219;land;false;mountain;1
154;178;206;153;land;true;forest;1
155;196;224;237;land;true;plains;1
156;183;196;137;land;true;plains;1
157;211;150;227;land;true;plains;1
158;189;213;174;land;false;desert;1
159;139;167;207;land;false;plains;1
160;189;230;159;land;true;plains;1
161;126;238;241;land;false;plains;1
162;231;154;124;land;false;plains;1
163;204;219;222;land;true;jungle;1
164;246;230;193;land;false;forest;1
165;240;153;232;land;false;hills;1
166;216;138;165;land;false;plains;1
167;234;205;209;land;false;forest;1
168;168;242;104;land;false;forest;1
169;222;101;187;land;true;forest;1
170;244;241;189;land;false;plains;1
171;247;42;249;land;true;plains;1
172;188;226;190;land;false;plains;1
173;182;209;253;land;false;plains;1
174;240;145;240;land;false;plains;1
175;214;233;216;land;false;plains;1
176;159;246;222;land;false;jungle;1
177;150;206;165;land;false;plains;1
178;226;100;247;land;false;plains;1
179;238;217;183;land;false;plains;1
180;223;139;165;land;false;plains;1
181;217;163;207;land;false;plains;1
182;217;230;130;land;false;plains;1
183;150;191;163;land;false;desert;1
184;208;241;137;land;false;plains;1
185;113;215;176;land;false;plains;1
186;151;170;228;land;false;plains;1
187;252;109;232;land;false;plains;1
188;194;201;195;land;false;plains;1
189;230;163;161;land;false;jungle;1
190;180;238;221;land;false;forest;1
191;152;244;154;land;false;plains;1
192;187;253;124;land;false;plains;1
193;192;219;186;land;false;hills;1
194;208;158;227;land;false;jungle;1
195;158;172;205;land;false;forest;1
196;238;104;252;land;false;plains;1
197;212;253;88;land;true;plains;1
198;183;144;216;land;false;plains;1
199;120;225;185;land;false;desert;1
200;239;120;203;land;false;plains;1
201;89;184;242;land;true;plains;1
202;167;242;203;land;false;hills;1
203;230;224;134;land;false;plains;1
204;139;132;243;land;false;plains;1
205;249;128;153;land;false;plains;1
206;224;190;162;land;true;plains;1
207;63;253;213;land;true;plains;1
208;245;68;231;land;false;plains;1
209;194;246;89;land;false;plains;1
210;205;192;173;land;false;hills;1
211;247;180;105;land;false;forest;1
212;241;247;34;land;false;plains;1
213;196;212;109;land;false;forest;1
214;229;154;136;land;false;desert;1
215;179;209;238;land;true;plains;1
216;217;122;247;land;false;forest;1
217;221;105;201;land;false;plains;1
218;173;143;214;land;false;desert;1
219;254;117;191;land;false;hills;1
220;229;201;92;land;false;plains;1
221;254;128;145;land;false;plains;1
222;199;236;114;land;false;forest;1
223;154;243;233;land;false;plains;1
224;239;128;169;land;true;plains;1
225;154;239;231;land;true;plains;1
226;203;124;235;land;true;forest;1
227;167;214;133;land;false;desert;1
228;134;246;241;land;false;hills;1
229;177;236;182;land;true;plains;1
230;168;201;176;land;false;forest;1
231;115;175;245;land;false;mountain;1
232;177;136;200;land;false;forest;1
233;140;208;188;land;false;plains;1
234;225;92;213;land;true;forest;1
235;195;128;234;land;false;plains;1
236;239;135;254;land;false;hills;1
237;130;216;246;land;false;forest;1
238;212;177;139;land;false;plains;1
239;229;249;37;land;false;plains;1
240;160;202;195;land;false;forest;1
241;251;216;76;land;false;plains;1
242;241;25;251;land;false;forest;1
243;175;166;175;land;true;plains;1
244;158;188;206;land;false;plains;1
245;199;188;173;land;false;forest;1
