1;arms_factory;5348.00;10.90;1925.00;2.23;0
1;arms_factory;5399.00;11.73;1823.00;3.24;0
1;arms_factory;5259.00;11.25;1880.00;5.30;0
1;arms_factory;5318.00;12.60;1861.00;5.98;0
1;arms_factory;5274.00;11.60;1863.00;4.06;0
1;arms_factory;5339.00;12.80;1851.00;2.09;0
1;industrial_complex;5395.00;11.50;1798.00;0.92;0
1;industrial_complex;5414.00;12.10;1836.00;5.57;0
1;industrial_complex;5280.00;11.55;1910.00;0.18;0
1;industrial_complex;5377.00;11.53;1803.00;0.81;0
1;industrial_complex;5344.00;13.45;1845.00;2.51;0
1;industrial_complex;5366.00;10.25;1933.00;1.63;0
1;air_base;5362.00;13.00;1869.00;5.82;0
1;supply_node;5296.00;11.00;1924.00;2.13;0
1;supply_node;5410.00;11.55;1817.00;2.19;0
1;supply_node;5383.00;12.05;1891.00;2.56;0
1;supply_node;5451.00;11.45;1819.00;1.11;0
1;supply_node;5453.00;11.38;1867.00;4.41;0
1;supply_node;5368.00;13.35;1830.00;3.88;0
1;supply_node;5419.00;10.80;1904.00;5.50;0
1;supply_node;5322.00;11.45;1890.00;0.87;0
1;supply_node;5255.00;11.05;1885.00;2.81;0
1;supply_node;5381.00;11.95;1792.00;5.93;0
1;supply_node;5414.00;12.30;1864.00;4.05;0
1;supply_node;5340.00;10.80;1925.00;1.70;0
1;supply_node;5290.00;10.65;1854.00;5.44;0
1;supply_node;5360.00;13.12;1862.00;2.68;0
1;supply_node;5377.00;10.70;1921.00;0.45;0
1;supply_node;5263.00;10.68;1920.00;4.91;0
1;supply_node;5324.00;12.35;1842.00;1.80;0
1;bunker;5401.00;12.40;1861.00;2.55;0
1;bunker;5352.00;12.53;1888.00;1.77;0
1;bunker;5285.00;11.20;1890.00;3.39;0
1;bunker;5255.00;10.48;1914.00;4.25;0
1;bunker;5416.00;10.88;1903.00;0.40;0
1;bunker;5445.00;11.73;1867.00;2.33;0
1;bunker;5424.00;12.10;1816.00;1.88;0
1;bunker;5337.00;10.35;1937.00;2.31;0
1;bunker;5355.00;13.48;1848.00;5.25;0
1;bunker;5296.00;10.05;1942.00;3.51;0
1;bunker;5370.00;13.35;1833.00;1.07;0
1;bunker;5319.00;12.20;1843.00;3.54;0
1;bunker;5273.00;11.55;1852.00;3.23;0
1;bunker;5365.00;11.18;1911.00;2.86;0
1;bunker;5469.00;9.95;1835.00;1.62;0
1;bunker;5385.00;11.95;1787.00;1.39;0
1;bunker;5374.00;11.45;1904.00;5.79;0
1;coastal_bunker;5403.00;9.90;1922.00;-2.82;0
1;coastal_bunker;5265.00;9.98;1936.00;-3.07;0
1;coastal_bunker;5366.00;9.90;1937.00;-3.52;0
1;coastal_bunker;5469.00;9.90;1838.00;-4.23;0
1;coastal_bunker;5457.00;9.95;1894.00;-3.49;0
1;coastal_bunker;5346.00;9.90;1943.00;-3.09;0
1;coastal_bunker;5233.00;9.65;1905.00;-2.13;0
1;coastal_bunker;5314.00;9.90;1946.00;-3.09;0
1;stronghold_network;5318.00;11.30;1895.00;4.69;0
1;dockyard;5280.00;9.68;1942.00;-3.09;0
1;anti_air_building;5434.00;11.50;1878.00;4.84;0
1;anti_air_building;5284.00;10.45;1935.00;3.53;0
1;anti_air_building;5457.00;10.85;1841.00;0.52;0
1;synthetic_refinery;5409.00;11.50;1815.00;5.94;0
1;fuel_silo;5298.00;11.35;1856.00;0.40;0
1;radar_station;5347.00;13.40;1861.00;1.97;0
1;nuclear_reactor_spawn;5342.00;11.80;1897.00;3.25;0
1;special_project_facility_spawn;5302.00;12.15;1869.00;3.71;0
1;special_project_facility_spawn;5420.00;12.40;1793.00;0.89;0
1;special_project_facility_spawn;5312.00;10.90;1918.00;4.79;0
1;special_project_facility_spawn;5267.00;11.00;1904.00;1.17;0
1;special_project_facility_spawn;5316.00;12.70;1865.00;0.61;0
1;special_project_facility_spawn;5439.00;9.95;1902.00;3.14;0
1;special_project_facility_spawn;5258.00;10.40;1923.00;5.82;0
1;special_project_facility_spawn;5321.00;11.57;1888.00;4.23;0
1;special_project_facility_spawn;5352.00;10.10;1938.00;1.21;0
1;special_project_facility_spawn;5450.00;10.88;1880.00;4.49;0
1;special_project_facility_spawn;5368.00;12.70;1880.00;3.42;0
1;special_project_facility_spawn;5425.00;11.60;1875.00;1.13;0
1;special_project_facility_spawn;5379.00;11.57;1800.00;3.31;0
1;special_project_facility_spawn;5466.00;10.25;1830.00;5.70;0
1;special_project_facility_spawn;5379.00;11.55;1822.00;3.50;0
1;special_project_facility_spawn;5386.00;11.48;1902.00;3.59;0
1;special_project_facility_spawn;5369.00;11.10;1913.00;4.66;0
1;rocket_site_spawn;5433.00;11.75;1870.00;2.80;0
1;naval_base_spawn;5279.00;9.95;1941.00;-3.09;9942
1;naval_base_spawn;5321.00;9.85;1946.00;-3.09;9946
1;naval_base_spawn;5251.00;9.95;1921.00;-1.40;10003
1;naval_base_spawn;5459.00;9.98;1893.00;-3.49;10054
1;naval_base_spawn;5440.00;9.90;1903.00;-4.49;10054
1;naval_base_spawn;5235.00;9.68;1906.00;-2.13;10003
1;naval_base_spawn;5382.00;9.98;1930.00;-3.52;10237
1;naval_base_spawn;5469.00;9.90;1840.00;-4.23;9939
1;floating_harbor;5294.65;9.50;1950.99;0.05;149
1;floating_harbor;5476.19;9.50;1832.26;-1.09;1248
1;floating_harbor;5477.12;9.50;1853.60;-2.08;1549
1;floating_harbor;5411.79;9.50;1925.64;0.32;2228
1;floating_harbor;5222.08;9.50;1905.73;1.01;2470
